(4560, 4807, 5, 3889),
(4560, 4807, 5, 3893),
(4560, 4807, 5, 3888),
(4500, 4807, 5, 3900),
(4500, 4807, 5, 3904),
(4500, 4807, 5, 3898),
(4560, 4807, 5, 3892),
(4560, 4807, 5, 3891),
(4560, 4807, 5, 3895),
(4560, 4807, 5, 3895),
(4980, 4807, 5, 3811),
(5340, 4807, 5, 3736),
(4500, 4807, 5, 3904),
(4500, 4807, 5, 3904),
(4440, 4807, 5, 3909),
(4560, 4807, 5, 3890),
(4500, 4807, 5, 3902),
(4560, 4807, 5, 3891),
(4560, 4807, 5, 3886),
(4500, 4807, 5, 3896),
(4500, 4807, 5, 3906),
(4500, 4807, 5, 3899),
(4500, 4807, 5, 3898),
(4560, 4807, 5, 3893),
(4560, 4807, 5, 3895),
(4500, 4807, 5, 3905),
(4980, 4807, 5, 3809),
(5400, 4807, 5, 3719),
(4500, 4807, 5, 3898),
(4560, 4807, 5, 3893),
(4560, 4807, 5, 3886),
(4560, 4807, 5, 3888),
(4560, 4807, 5, 3893),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3888),
(4500, 4807, 5, 3899),
(4500, 4807, 5, 3901),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3888),
(4560, 4807, 5, 3890),
(4560, 4807, 5, 3895),
(4560, 4807, 5, 3894),
(4920, 4807, 5, 3813),
(5400, 4807, 5, 3725),
(4500, 4807, 5, 3902),
(4560, 4807, 5, 3895),
(4500, 4807, 5, 3897),
(4500, 4807, 5, 3902),
(4500, 4807, 5, 3897),
(4500, 4807, 5, 3903),
(4500, 4807, 5, 3904),
(4500, 4807, 5, 3905),
(4920, 4807, 5, 3817),
(5340, 4807, 5, 3729),
(4560, 4807, 5, 3893),
(4500, 4807, 5, 3900),
(4500, 4807, 5, 3900),
(4560, 4807, 5, 3890),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3890),
(4560, 4807, 5, 3884),
(4560, 4807, 5, 3887),
(4560, 4807, 5, 3891),
(4560, 4807, 5, 3891),
(4500, 4807, 5, 3899),
(4620, 4807, 5, 3880),
(4620, 4807, 5, 3881),
(4620, 4807, 5, 3880),
(4560, 4807, 5, 3888),
(4620, 4807, 5, 3883),
(4560, 4807, 5, 3890),
(4560, 4807, 5, 3892),
(4560, 4807, 5, 3895),
(4560, 4807, 5, 3889),
(4560, 4807, 5, 3890),
(4560, 4807, 5, 3884),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3894),
(4500, 4807, 5, 3898),
(4560, 4807, 5, 3895),
(4620, 4807, 5, 3878),
(4620, 4807, 5, 3880),
(4560, 4807, 5, 3885),
(4620, 4807, 5, 3880),
(4500, 4807, 5, 3897),
(4500, 4807, 5, 3897),
(4560, 4807, 5, 3886),
(4620, 4807, 5, 3883),
(4560, 4807, 5, 3892),
(4560, 4807, 5, 3895),
(4560, 4807, 5, 3890),
(4560, 4807, 5, 3888),
(4500, 4807, 5, 3896),
(4560, 4807, 5, 3889),
(4560, 4807, 5, 3886),
(4500, 4807, 5, 3896),
(4560, 4807, 5, 3888),
(4500, 4807, 5, 3897),
(4560, 4807, 5, 3895),
(4500, 4807, 5, 3897),
(4440, 4807, 5, 3911),
(4560, 4807, 5, 3894),
(4560, 4807, 5, 3884),
(4560, 4807, 5, 3889),
(4620, 4807, 5, 3881),
(4560, 4807, 5, 3884),
(4620, 4807, 5, 3878),
(4560, 4807, 5, 3890),
(4500, 4807, 5, 3897),
(4560, 4807, 5, 3894),
(4500, 4807, 5, 3898),
(4500, 4807, 5, 3903),
(4560, 4807, 5, 3888),
(4500, 4807, 5, 3897),
(4500, 4807, 5, 3899),
(4500, 4807, 5, 3898),
(4500, 4807, 5, 3907),
(4560, 4807, 5, 3891),
(4560, 4807, 5, 3895),
(4560, 4807, 5, 3888),
(4560, 4807, 5, 3887),
(4500, 4807, 5, 3902),
(4500, 4807, 5, 3900),
(4560, 4807, 5, 3885),
(4560, 4807, 5, 3888),
(4500, 4807, 5, 3901),
(4560, 4807, 5, 3893),
(4500, 4807, 5, 3900),
(4560, 4807, 5, 3893),
(4500, 4807, 5, 3905),

